,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,has_availability,predictions
6675,Manhattan,Upper West Side,Entire home/apt,300,1,0,,2,358,yes,298
6676,Manhattan,Chelsea,Entire home/apt,421,30,0,,232,292,yes,404
6677,Manhattan,Chelsea,Entire home/apt,115,1,4,0.24,1,0,no,122
6678,Brooklyn,Bedford-Stuyvesant,Shared room,36,3,12,1.06,34,361,yes,28
6679,Brooklyn,Greenpoint,Entire home/apt,250,3,80,2.23,1,98,yes,250
6680,Queens,Astoria,Private room,70,1,92,4.96,3,357,yes,61
6681,Manhattan,Lower East Side,Private room,95,6,2,0.08,1,0,no,91
6682,Brooklyn,Clinton Hill,Private room,188,7,1,0.05,1,83,yes,177
6683,Manhattan,West Village,Entire home/apt,600,2,93,3.38,1,251,yes,587
6684,Manhattan,Chelsea,Entire home/apt,275,3,1,0.03,1,0,no,276
6685,Queens,Other,Private room,80,1,129,5.19,3,180,yes,69
6686,Manhattan,Financial District,Entire home/apt,505,2,7,1.79,327,275,yes,500
6687,Brooklyn,Williamsburg,Private room,105,1,372,6.23,2,59,yes,110
6688,Brooklyn,Williamsburg,Private room,100,2,4,1.85,1,169,yes,102
6689,Manhattan,Upper East Side,Entire home/apt,287,31,6,0.27,33,326,yes,286
6690,Manhattan,Harlem,Private room,59,1,2,0.36,1,0,no,47
6691,Queens,Astoria,Entire home/apt,250,3,0,,2,0,no,251
6692,Manhattan,Other,Private room,140,3,2,0.22,1,0,no,131
6693,Manhattan,East Harlem,Private room,85,4,25,1.91,2,90,yes,92
6694,Manhattan,Other,Private room,89,4,3,0.06,1,0,no,69
6695,Brooklyn,Other,Private room,40,1,22,1.9,1,0,no,54
6696,Brooklyn,Flatbush,Private room,70,3,5,0.51,1,0,no,70
6697,Manhattan,Chelsea,Entire home/apt,150,1,12,1.29,1,0,no,167
6698,Manhattan,East Village,Entire home/apt,150,4,1,0.05,1,0,no,149
6699,Manhattan,Other,Private room,40,6,6,0.2,1,0,no,40
6700,Bronx,Other,Private room,34,1,2,0.12,2,5,yes,25
6701,Manhattan,Upper East Side,Entire home/apt,205,2,23,0.61,1,0,no,207
6702,Manhattan,Washington Heights,Private room,35,30,1,0.04,1,0,no,23
6703,Brooklyn,Other,Private room,75,10,13,0.4,2,302,yes,63
6704,Brooklyn,Other,Private room,100,31,0,,2,119,yes,101
6705,Manhattan,Chelsea,Entire home/apt,289,2,1,0.02,1,0,no,286
6706,Manhattan,Upper East Side,Entire home/apt,185,30,1,0.02,2,365,yes,173
6707,Brooklyn,Other,Private room,150,3,0,,1,0,no,154
6708,Manhattan,Hell's Kitchen,Private room,199,1,3,0.89,30,360,yes,197
6709,Queens,Astoria,Entire home/apt,115,2,2,1.18,1,80,yes,116
6710,Manhattan,Midtown,Private room,99,1,112,4.66,1,0,no,106
6711,Brooklyn,Other,Private room,70,4,1,0.02,1,0,no,75
6712,Manhattan,Other,Private room,64,3,0,,1,0,no,55
6713,Queens,Other,Entire home/apt,128,1,4,0.83,3,80,yes,140
6714,Manhattan,Midtown,Entire home/apt,700,10,15,1.27,1,302,yes,706
6715,Manhattan,Hell's Kitchen,Entire home/apt,220,4,0,,1,0,no,222
6716,Brooklyn,Greenpoint,Private room,91,4,106,2.82,1,113,yes,105
6717,Bronx,Other,Entire home/apt,120,10,7,0.2,1,327,yes,85
6718,Manhattan,Other,Entire home/apt,175,1,4,0.08,1,0,no,170
6719,Brooklyn,Crown Heights,Entire home/apt,120,4,3,0.47,1,7,yes,100
6720,Brooklyn,Other,Private room,31,1,14,1.72,3,210,yes,12
6721,Bronx,Other,Private room,142,1,30,2.56,5,48,yes,162
6722,Brooklyn,Other,Entire home/apt,395,3,20,0.34,1,9,yes,387
6723,Bronx,Other,Private room,37,30,5,0.37,6,329,yes,30
6724,Manhattan,Upper West Side,Entire home/apt,150,20,0,,1,0,no,132
6725,Brooklyn,Other,Entire home/apt,130,3,15,0.33,1,356,yes,142
6726,Brooklyn,Bedford-Stuyvesant,Private room,75,5,3,0.08,1,0,no,71
6727,Manhattan,Other,Entire home/apt,600,1,0,,1,0,no,587
6728,Queens,Other,Private room,66,1,0,,2,365,yes,70
6729,Queens,Other,Private room,115,1,7,2.26,2,304,yes,116
6730,Manhattan,Upper East Side,Entire home/apt,150,5,47,1.69,1,0,no,150
6731,Bronx,Other,Private room,47,5,33,1.96,1,176,yes,27
6732,Brooklyn,Bedford-Stuyvesant,Entire home/apt,525,2,1,0.03,4,189,yes,525
6733,Manhattan,Harlem,Private room,35,1,0,,1,0,no,35
6734,Manhattan,Harlem,Entire home/apt,160,2,4,0.94,1,0,no,164
6735,Manhattan,Upper West Side,Entire home/apt,299,4,7,0.19,1,0,no,294
6736,Manhattan,Upper West Side,Entire home/apt,200,1,11,0.26,1,0,no,188
6737,Queens,Other,Shared room,33,30,1,0.05,4,7,yes,47
6738,Manhattan,Midtown,Private room,200,2,1,0.05,1,0,no,201
6739,Manhattan,Midtown,Entire home/apt,425,5,0,,1,40,yes,416
6740,Brooklyn,Greenpoint,Entire home/apt,295,1,52,3.83,1,161,yes,317
6741,Brooklyn,East Flatbush,Entire home/apt,56,1,82,3.64,1,22,yes,61
6742,Brooklyn,Crown Heights,Entire home/apt,130,4,7,2.5,1,28,yes,134
6743,Brooklyn,Bedford-Stuyvesant,Entire home/apt,132,30,1,0.94,1,191,yes,132
6744,Manhattan,Upper East Side,Entire home/apt,180,14,0,,1,0,no,188
6745,Manhattan,Upper East Side,Entire home/apt,150,1,6,0.21,1,7,yes,145
6746,Manhattan,Other,Entire home/apt,133,30,7,0.2,91,312,yes,131
6747,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,4,70,1.54,1,293,yes,151
6748,Manhattan,Harlem,Entire home/apt,400,4,7,0.93,2,244,yes,396
6749,Manhattan,West Village,Entire home/apt,248,7,0,,1,0,no,240
6750,Brooklyn,Other,Private room,45,7,5,0.14,1,343,yes,38
6751,Manhattan,Harlem,Entire home/apt,90,7,0,,2,9,yes,86
6752,Brooklyn,Bedford-Stuyvesant,Private room,50,7,0,,1,0,no,49
6753,Brooklyn,Bushwick,Private room,38,7,3,0.07,1,0,no,38
6754,Brooklyn,Other,Entire home/apt,115,4,13,0.64,2,18,yes,101
6755,Brooklyn,Prospect-Lefferts Gardens,Private room,80,1,29,1.51,1,0,no,84
6756,Manhattan,East Village,Entire home/apt,365,30,0,,232,295,yes,371
6757,Brooklyn,Clinton Hill,Shared room,35,1,0,,6,345,yes,46
6758,Queens,Other,Entire home/apt,350,3,0,,1,41,yes,335
6759,Manhattan,Lower East Side,Private room,350,10,2,0.13,1,87,yes,350
6760,Brooklyn,Bushwick,Private room,70,1,5,0.14,2,0,no,63
6761,Queens,Other,Private room,54,1,70,2.86,4,85,yes,35
6762,Queens,Other,Entire home/apt,101,1,32,4.4,1,135,yes,115
6763,Manhattan,Financial District,Private room,65,1,1,0.02,1,0,no,61
6764,Brooklyn,Crown Heights,Private room,59,1,1,0.02,2,0,no,72
6765,Manhattan,Upper West Side,Private room,84,6,3,0.37,1,6,yes,79
6766,Manhattan,West Village,Entire home/apt,200,2,8,0.19,1,0,no,196
6767,Manhattan,Hell's Kitchen,Private room,250,2,66,1.94,1,89,yes,239
6768,Brooklyn,Bushwick,Private room,40,3,6,0.32,2,0,no,47
6769,Queens,Other,Private room,40,1,0,,1,149,yes,48
6770,Brooklyn,Bushwick,Private room,44,2,0,,1,0,no,69
6771,Manhattan,Upper West Side,Entire home/apt,139,6,21,1.83,1,116,yes,155
6772,Brooklyn,Park Slope,Entire home/apt,195,4,5,0.4,1,0,no,202
6773,Manhattan,West Village,Entire home/apt,250,3,5,2.24,5,255,yes,254
6774,Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,3,173,2.47,2,277,yes,124
6775,Manhattan,Financial District,Private room,300,3,0,,2,365,yes,307
6776,Brooklyn,Williamsburg,Entire home/apt,95,4,204,3.1,2,22,yes,86
6777,Manhattan,Upper West Side,Entire home/apt,180,5,6,0.82,1,5,yes,169
6778,Queens,Other,Shared room,41,1,9,1.01,4,27,yes,48
6779,Manhattan,East Village,Entire home/apt,325,3,2,0.05,1,0,no,334
6780,Manhattan,Other,Private room,50,30,3,0.21,2,0,no,64
6781,Brooklyn,Bushwick,Private room,80,1,19,0.58,1,88,yes,98
6782,Bronx,Other,Entire home/apt,85,3,1,0.08,1,0,no,98
6783,Brooklyn,Other,Entire home/apt,600,5,12,0.25,2,174,yes,593
6784,Brooklyn,Williamsburg,Entire home/apt,150,3,9,1.44,1,0,no,141
6785,Manhattan,Midtown,Private room,70,3,6,0.28,2,233,yes,68
6786,Brooklyn,Crown Heights,Entire home/apt,283,4,92,2.34,2,234,yes,288
6787,Brooklyn,Bushwick,Entire home/apt,100,2,1,1.0,1,99,yes,94
6788,Manhattan,Midtown,Entire home/apt,239,30,0,,121,351,yes,231
6789,Bronx,Other,Entire home/apt,250,2,22,1.44,5,361,yes,276
6790,Brooklyn,Other,Private room,34,20,29,0.59,3,192,yes,49
6791,Manhattan,Hell's Kitchen,Entire home/apt,98,30,8,0.32,31,145,yes,95
6792,Brooklyn,Bedford-Stuyvesant,Private room,65,4,36,0.96,1,80,yes,62
6793,Manhattan,Washington Heights,Entire home/apt,99,2,3,0.08,1,0,no,99
6794,Brooklyn,Bushwick,Private room,50,1,2,0.06,1,0,no,59
6795,Brooklyn,Other,Private room,60,3,3,0.07,1,0,no,65
6796,Manhattan,Harlem,Private room,85,1,9,0.9,1,364,yes,92
6797,Brooklyn,Other,Entire home/apt,250,7,11,0.24,1,225,yes,249
6798,Queens,Astoria,Private room,66,1,1,0.03,1,0,no,62
6799,Manhattan,East Village,Private room,51,7,0,,1,0,no,53
6800,Manhattan,Upper East Side,Entire home/apt,200,31,2,0.29,33,325,yes,198
6801,Manhattan,Chelsea,Private room,82,1,97,4.69,5,309,yes,95
6802,Brooklyn,Bedford-Stuyvesant,Private room,48,15,4,0.56,11,341,yes,43
6803,Manhattan,East Village,Entire home/apt,133,30,0,,4,151,yes,133
6804,Brooklyn,Other,Private room,75,4,4,0.33,5,0,no,56
6805,Manhattan,Washington Heights,Private room,75,2,167,4.6,3,310,yes,74
6806,Brooklyn,Fort Greene,Entire home/apt,95,7,6,0.45,1,19,yes,97
6807,Brooklyn,Williamsburg,Entire home/apt,180,3,9,0.53,1,0,no,175
6808,Manhattan,Chelsea,Entire home/apt,175,14,78,1.36,1,0,no,189
6809,Manhattan,Upper East Side,Entire home/apt,110,3,2,0.06,1,0,no,107
6810,Brooklyn,Bushwick,Private room,64,3,1,0.63,3,178,yes,48
6811,Manhattan,Financial District,Entire home/apt,137,29,0,,327,341,yes,159
6812,Brooklyn,Bedford-Stuyvesant,Entire home/apt,87,2,0,,1,0,no,70
6813,Brooklyn,Bushwick,Private room,49,2,6,1.62,1,0,no,57
6814,Brooklyn,Williamsburg,Entire home/apt,150,2,13,0.41,1,0,no,140
6815,Brooklyn,Park Slope,Entire home/apt,211,3,8,1.2,1,90,yes,212
6816,Manhattan,Midtown,Entire home/apt,177,29,0,,327,354,yes,177
6817,Brooklyn,Crown Heights,Entire home/apt,65,5,6,0.14,1,0,no,76
6818,Manhattan,Hell's Kitchen,Shared room,299,2,37,1.8,5,188,yes,304
6819,Manhattan,Other,Private room,70,1,0,,1,270,yes,76
6820,Queens,Other,Private room,33,1,7,1.11,2,0,no,26
6821,Brooklyn,Greenpoint,Private room,79,1,0,,1,0,no,73
6822,Manhattan,Other,Entire home/apt,149,5,1,0.59,1,0,no,129
6823,Brooklyn,Crown Heights,Private room,50,1,1,0.02,1,0,no,53
6824,Manhattan,East Village,Private room,75,4,5,1.9,1,33,yes,81
6825,Manhattan,Chelsea,Entire home/apt,215,1,0,,1,0,no,208
6826,Brooklyn,Fort Greene,Private room,120,3,1,0.09,3,0,no,117
6827,Queens,Other,Entire home/apt,60,30,0,,1,121,yes,72
6828,Manhattan,East Village,Entire home/apt,145,4,17,0.29,1,0,no,152
6829,Manhattan,Harlem,Entire home/apt,100,2,0,,1,11,yes,108
6830,Manhattan,Upper East Side,Entire home/apt,155,2,22,1.04,1,7,yes,148
6831,Manhattan,Other,Private room,95,2,4,1.43,1,0,no,95
6832,Manhattan,Upper West Side,Entire home/apt,275,30,21,1.26,25,318,yes,279
6833,Manhattan,Upper East Side,Entire home/apt,166,1,15,0.19,1,188,yes,161
6834,Bronx,Other,Private room,55,1,156,7.0,4,318,yes,58
6835,Manhattan,Other,Private room,87,7,46,0.62,2,310,yes,95
6836,Brooklyn,Williamsburg,Entire home/apt,165,1,58,1.36,2,287,yes,155
6837,Manhattan,Other,Entire home/apt,300,30,0,,23,249,yes,305
6838,Brooklyn,Other,Entire home/apt,325,1,11,0.19,1,363,yes,323
6839,Brooklyn,Prospect-Lefferts Gardens,Private room,110,2,43,1.94,2,182,yes,106
6840,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,70,1,0,,1,0,no,79
6841,Manhattan,Midtown,Entire home/apt,400,2,0,,1,47,yes,401
6842,Manhattan,Other,Entire home/apt,200,4,7,0.52,1,166,yes,215
6843,Manhattan,Lower East Side,Entire home/apt,120,1,4,0.67,1,36,yes,138
6844,Manhattan,Harlem,Entire home/apt,115,6,3,3.0,1,279,yes,119
6845,Manhattan,Other,Entire home/apt,150,4,3,0.32,1,179,yes,147
6846,Brooklyn,Williamsburg,Private room,110,3,0,,2,0,no,100
6847,Queens,Long Island City,Entire home/apt,299,1,3,2.05,10,357,yes,289
6848,Manhattan,Midtown,Private room,139,4,14,1.75,1,28,yes,134
6849,Queens,Other,Private room,68,2,50,2.84,2,51,yes,66
6850,Manhattan,Harlem,Private room,75,1,151,3.17,1,0,no,63
6851,Brooklyn,Bushwick,Private room,62,6,18,0.51,1,4,yes,74
6852,Manhattan,Upper West Side,Private room,120,3,57,4.23,1,48,yes,121
6853,Manhattan,Upper East Side,Entire home/apt,100,30,26,1.18,3,250,yes,89
6854,Brooklyn,East Flatbush,Private room,47,2,248,3.27,2,0,no,66
6855,Manhattan,Washington Heights,Private room,62,2,4,0.19,2,336,yes,72
6856,Manhattan,Other,Entire home/apt,760,14,1,0.04,1,292,yes,760
6857,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,200,4,1,0.07,1,21,yes,207
6858,Queens,Other,Private room,200,1,0,,1,365,yes,206
6859,Manhattan,East Harlem,Private room,75,2,0,,2,364,yes,67
6860,Queens,Other,Private room,35,3,14,0.83,2,0,no,0
6861,Brooklyn,Greenpoint,Entire home/apt,199,2,11,1.49,1,0,no,185
6862,Manhattan,West Village,Entire home/apt,165,5,4,0.3,1,0,no,169
6863,Brooklyn,Clinton Hill,Private room,70,2,173,3.8,2,93,yes,69
6864,Queens,Other,Private room,54,5,56,0.66,3,365,yes,57
6865,Manhattan,Chelsea,Entire home/apt,154,30,0,,2,0,no,164
6866,Brooklyn,Other,Entire home/apt,85,7,11,0.64,1,1,yes,87
6867,Brooklyn,Bushwick,Entire home/apt,50,15,3,0.13,1,7,yes,55
6868,Manhattan,Upper East Side,Entire home/apt,275,3,7,0.11,3,157,yes,276
6869,Brooklyn,Park Slope,Entire home/apt,305,10,8,0.12,1,30,yes,299
6870,Manhattan,Midtown,Entire home/apt,145,1,0,,1,310,yes,170
6871,Brooklyn,Greenpoint,Entire home/apt,129,30,7,0.11,52,189,yes,116
6872,Brooklyn,Other,Entire home/apt,95,3,154,2.0,1,310,yes,81
6873,Brooklyn,Other,Private room,65,30,57,1.13,4,307,yes,65
6874,Manhattan,Upper West Side,Entire home/apt,200,30,5,0.25,1,0,no,183
6875,Manhattan,East Village,Entire home/apt,175,2,53,0.79,2,0,no,171
6876,Manhattan,Midtown,Private room,100,1,0,,8,321,yes,115
6877,Brooklyn,Bedford-Stuyvesant,Private room,70,1,397,7.97,2,35,yes,70
6878,Brooklyn,Bushwick,Entire home/apt,113,30,6,0.18,5,365,yes,119
6879,Brooklyn,Other,Entire home/apt,175,7,32,0.5,1,24,yes,180
6880,Queens,Astoria,Entire home/apt,120,1,5,0.52,3,0,no,120
6881,Queens,Other,Private room,80,14,6,1.05,2,365,yes,85
6882,Brooklyn,Bedford-Stuyvesant,Private room,45,1,0,,1,7,yes,41
6883,Brooklyn,Other,Entire home/apt,188,2,7,0.59,2,19,yes,164
6884,Manhattan,Financial District,Entire home/apt,225,4,51,2.06,1,40,yes,231
6885,Manhattan,Other,Private room,100,4,1,0.02,1,0,no,86
6886,Manhattan,Washington Heights,Private room,125,3,1,1.0,1,81,yes,117
6887,Manhattan,Hell's Kitchen,Entire home/apt,748,30,0,,18,365,yes,750
6888,Manhattan,Midtown,Entire home/apt,250,30,2,0.04,39,98,yes,250
6889,Manhattan,Lower East Side,Private room,95,1,64,1.12,2,266,yes,78
6890,Manhattan,Hell's Kitchen,Private room,150,1,38,0.77,5,307,yes,182
6891,Brooklyn,Bushwick,Private room,62,2,324,4.3,1,267,yes,54
6892,Manhattan,East Harlem,Private room,70,2,0,,1,103,yes,62
6893,Bronx,Other,Entire home/apt,350,3,1,0.09,1,0,no,349
6894,Manhattan,Other,Entire home/apt,200,1,0,,1,0,no,197
6895,Manhattan,East Village,Entire home/apt,210,7,0,,2,235,yes,197
6896,Queens,Long Island City,Private room,100,1,1,0.16,1,364,yes,98
6897,Brooklyn,Williamsburg,Private room,75,18,5,0.06,6,112,yes,73
6898,Manhattan,Hell's Kitchen,Private room,105,1,79,6.99,12,241,yes,108
6899,Brooklyn,Greenpoint,Entire home/apt,272,3,3,0.06,1,0,no,271
6900,Brooklyn,Bushwick,Private room,65,2,31,5.08,2,125,yes,66
6901,Manhattan,Upper West Side,Entire home/apt,265,2,16,0.52,1,16,yes,261
6902,Manhattan,Midtown,Entire home/apt,325,2,197,2.25,1,207,yes,321
6903,Brooklyn,Other,Private room,75,1,25,2.36,1,65,yes,70
6904,Manhattan,East Harlem,Private room,79,1,38,0.6,4,106,yes,73
6905,Manhattan,Other,Entire home/apt,269,28,81,0.93,1,122,yes,266
6906,Queens,Other,Private room,41,30,0,,103,124,yes,54
6907,Manhattan,Other,Private room,115,5,65,1.84,1,157,yes,113
6908,Queens,Other,Shared room,49,1,3,0.94,2,90,yes,44
6909,Manhattan,Harlem,Private room,68,3,0,,1,0,no,72
6910,Manhattan,East Village,Entire home/apt,119,3,8,0.58,1,41,yes,114
6911,Queens,Long Island City,Entire home/apt,120,3,2,0.05,1,0,no,123
6912,Manhattan,Upper East Side,Entire home/apt,100,30,5,0.34,8,229,yes,107
6913,Queens,Other,Entire home/apt,119,2,4,2.35,2,311,yes,117
6914,Brooklyn,Park Slope,Entire home/apt,120,14,0,,1,0,no,133
6915,Manhattan,Lower East Side,Private room,260,2,0,,1,23,yes,257
6916,Brooklyn,Crown Heights,Private room,45,1,0,,1,0,no,49
6917,Brooklyn,Flatbush,Private room,60,1,3,0.48,1,0,no,50
6918,Brooklyn,Other,Private room,55,30,0,,2,364,yes,50
6919,Manhattan,East Harlem,Private room,48,30,4,0.15,9,341,yes,32
6920,Manhattan,East Village,Entire home/apt,120,1,2,0.05,1,0,no,129
6921,Manhattan,Other,Entire home/apt,149,3,8,0.17,1,0,no,149
6922,Manhattan,Hell's Kitchen,Private room,120,3,16,1.11,3,89,yes,135
6923,Manhattan,Other,Entire home/apt,350,2,0,,2,0,no,356
6924,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,4,5,0.11,2,50,yes,103
6925,Manhattan,West Village,Entire home/apt,120,4,6,0.49,1,1,yes,115
6926,Brooklyn,Other,Entire home/apt,150,2,0,,1,0,no,166
6927,Brooklyn,Bushwick,Private room,35,14,4,0.28,1,0,no,16
6928,Brooklyn,Bushwick,Entire home/apt,113,30,6,0.18,5,365,yes,119
6929,Brooklyn,Other,Private room,98,1,9,0.89,3,25,yes,93
6930,Queens,Astoria,Entire home/apt,160,2,13,0.26,2,56,yes,164
6931,Manhattan,Hell's Kitchen,Entire home/apt,150,2,4,0.59,1,1,yes,143
6932,Manhattan,Chelsea,Private room,120,1,4,0.56,1,5,yes,120
6933,Manhattan,East Harlem,Entire home/apt,127,2,3,0.15,1,0,no,121
6934,Brooklyn,Bushwick,Private room,70,1,1,1.0,1,39,yes,71
6935,Brooklyn,Williamsburg,Entire home/apt,120,2,45,2.79,1,19,yes,133
6936,Manhattan,Upper West Side,Entire home/apt,305,30,3,3.0,1,311,yes,303
6937,Brooklyn,Bedford-Stuyvesant,Private room,90,2,1,1.0,1,5,yes,77
6938,Brooklyn,Williamsburg,Entire home/apt,159,2,13,0.34,7,317,yes,143
6939,Manhattan,Lower East Side,Private room,125,2,33,4.06,2,191,yes,124
6940,Manhattan,Lower East Side,Private room,85,1,4,0.21,3,0,no,102
6941,Brooklyn,Williamsburg,Entire home/apt,320,4,56,1.13,5,141,yes,319
6942,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,53,12,17,0.74,1,32,yes,56
6943,Brooklyn,Williamsburg,Entire home/apt,250,10,0,,1,0,no,246
6944,Brooklyn,Other,Entire home/apt,99,1,2,1.58,1,145,yes,81
6945,Brooklyn,Greenpoint,Private room,65,30,2,0.13,10,341,yes,71
6946,Queens,Long Island City,Entire home/apt,125,3,0,,1,36,yes,137
6947,Brooklyn,Other,Private room,45,1,103,2.68,11,0,no,28
6948,Manhattan,West Village,Private room,100,30,5,0.07,1,359,yes,104
6949,Manhattan,Chelsea,Entire home/apt,330,2,124,3.94,1,317,yes,340
6950,Manhattan,Upper West Side,Private room,60,2,19,0.23,1,0,no,56
6951,Manhattan,Hell's Kitchen,Shared room,75,1,38,3.26,7,225,yes,93
6952,Manhattan,Midtown,Entire home/apt,220,30,0,,96,336,yes,210
6953,Brooklyn,Other,Entire home/apt,100,5,10,0.41,1,0,no,101
6954,Manhattan,Financial District,Entire home/apt,130,14,1,0.02,1,0,no,152
6955,Brooklyn,Greenpoint,Private room,70,3,0,,4,4,yes,70
6956,Queens,Other,Private room,200,30,0,,1,88,yes,175
6957,Bronx,Other,Private room,33,2,63,1.75,4,145,yes,32
6958,Queens,Long Island City,Private room,55,14,6,0.45,1,61,yes,46
6959,Manhattan,Lower East Side,Private room,50,2,1,0.03,1,0,no,49
6960,Manhattan,Upper West Side,Entire home/apt,650,2,30,0.47,1,0,no,650
6961,Manhattan,Other,Entire home/apt,245,4,8,0.16,1,52,yes,249
6962,Brooklyn,Fort Greene,Entire home/apt,90,4,3,0.12,1,0,no,117
6963,Manhattan,Midtown,Private room,590,2,0,,11,162,yes,595
6964,Brooklyn,Greenpoint,Entire home/apt,149,3,2,2.0,1,6,yes,160
6965,Queens,Astoria,Entire home/apt,299,2,9,1.6,1,354,yes,311
6966,Brooklyn,Crown Heights,Private room,39,1,0,,1,14,yes,34
6967,Manhattan,Harlem,Private room,65,5,1,0.16,1,0,no,64
6968,Manhattan,East Harlem,Private room,145,2,75,3.07,1,59,yes,149
6969,Manhattan,Hell's Kitchen,Entire home/apt,80,30,32,0.37,7,365,yes,94
6970,Brooklyn,Crown Heights,Private room,80,5,7,0.51,2,2,yes,66
6971,Brooklyn,Park Slope,Entire home/apt,175,30,3,0.87,1,321,yes,179
6972,Manhattan,Harlem,Private room,147,1,3,0.3,2,57,yes,160
6973,Manhattan,Other,Private room,120,3,3,0.33,1,0,no,119
6974,Brooklyn,Crown Heights,Private room,70,5,11,0.6,7,278,yes,63
6975,Brooklyn,Other,Entire home/apt,79,10,0,,1,19,yes,78
6976,Manhattan,East Village,Entire home/apt,133,2,72,1.82,1,0,no,110
6977,Queens,Other,Private room,70,1,28,0.61,1,325,yes,72
6978,Manhattan,Lower East Side,Private room,43,1,0,,1,0,no,51
6979,Brooklyn,Prospect-Lefferts Gardens,Private room,70,1,0,,6,189,yes,69
6980,Manhattan,East Harlem,Private room,75,4,1,1.0,1,24,yes,69
6981,Manhattan,Harlem,Entire home/apt,75,1,1,0.02,1,0,no,82
6982,Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,3,132,2.53,2,257,yes,120
6983,Brooklyn,Other,Entire home/apt,135,4,27,1.95,1,57,yes,124
6984,Manhattan,Upper East Side,Entire home/apt,195,31,8,0.1,1,273,yes,201
6985,Brooklyn,Bedford-Stuyvesant,Entire home/apt,35,3,63,1.33,4,0,no,31
6986,Manhattan,Upper West Side,Private room,100,1,10,0.21,1,0,no,118
6987,Manhattan,Midtown,Private room,90,3,6,0.55,1,70,yes,81
6988,Brooklyn,Greenpoint,Private room,75,3,0,,1,0,no,76
6989,Manhattan,Washington Heights,Entire home/apt,120,1,3,0.06,1,0,no,112
6990,Brooklyn,Park Slope,Entire home/apt,97,11,0,,1,25,yes,78
6991,Brooklyn,Other,Entire home/apt,249,3,12,0.27,1,26,yes,244
6992,Manhattan,Upper West Side,Private room,98,2,51,4.23,4,219,yes,108
6993,Brooklyn,Clinton Hill,Entire home/apt,450,7,1,0.04,1,0,no,460
6994,Manhattan,Upper East Side,Entire home/apt,250,30,4,0.07,9,311,yes,249
6995,Manhattan,Upper West Side,Entire home/apt,174,4,12,0.44,1,0,no,186
6996,Manhattan,Other,Private room,109,1,2,0.17,8,0,no,114
6997,Manhattan,Midtown,Private room,382,3,0,,1,201,yes,380
6998,Queens,Other,Private room,88,2,32,0.84,1,0,no,97
6999,Brooklyn,Other,Entire home/apt,130,7,98,0.99,1,35,yes,132
7000,Brooklyn,Bushwick,Private room,71,5,19,1.29,7,140,yes,89
7001,Manhattan,Upper East Side,Private room,80,1,3,0.42,5,0,no,82
7002,Brooklyn,Williamsburg,Entire home/apt,175,2,28,0.7,1,0,no,188
7003,Brooklyn,Bedford-Stuyvesant,Private room,80,1,4,0.21,1,0,no,84
7004,Brooklyn,Crown Heights,Entire home/apt,150,2,43,0.64,1,285,yes,152
7005,Queens,Other,Private room,40,3,11,0.33,1,318,yes,31
7006,Manhattan,Upper West Side,Entire home/apt,350,7,1,0.09,1,292,yes,353
7007,Manhattan,Harlem,Entire home/apt,100,7,11,0.18,1,0,no,107
7008,Queens,Other,Private room,36,1,0,,1,0,no,36
7009,Brooklyn,Bedford-Stuyvesant,Private room,60,6,0,,2,67,yes,66
7010,Brooklyn,Other,Entire home/apt,300,1,12,1.49,1,175,yes,324
7011,Brooklyn,Bushwick,Private room,78,30,0,,3,325,yes,77
7012,Manhattan,Other,Entire home/apt,175,30,1,0.19,50,364,yes,179
7013,Brooklyn,Williamsburg,Entire home/apt,199,7,3,0.06,1,0,no,201
7014,Brooklyn,Flatbush,Entire home/apt,75,1,12,0.43,1,0,no,70
7015,Brooklyn,Greenpoint,Entire home/apt,179,1,15,2.54,1,0,no,198
7016,Brooklyn,East Flatbush,Entire home/apt,195,2,65,3.51,1,236,yes,193
7017,Manhattan,Washington Heights,Private room,52,1,46,2.73,1,21,yes,51
7018,Brooklyn,Greenpoint,Entire home/apt,270,4,4,0.09,1,7,yes,262
